Time,X_actual,Y_actual,Z_actual,X_desired,Y_desired,Z_desired
-0.0602973627512645,-0.0757099139492851,2.80760013468198e-14,-0.372909034542416,-0.075678928332108,0,-0.372815146158667
-0.0927589296340964,-0.0762404558160946,2.55339724912514e-13,-0.372946947494802,-0.0762009037117422,0,-0.372855086639716
-0.100236007457958,-0.076713616177041,3.62895153580738e-13,-0.372982160151587,-0.0766701469642866,0,-0.372891250571268
-0.0692208486272412,-0.0771803245042106,3.0372749061616e-13,-0.373019044144865,-0.0771390922525825,0,-0.372927636445339
-0.0324615297835122,-0.0776265937529328,1.27282294370644e-13,-0.37305590298344,-0.0775917791695211,0,-0.372962993500835
-0.00958330254313394,-0.0781459828269455,-7.53116083096296e-14,-0.373099010166823,-0.0781183248143371,0,-0.373004407415095
-0.00888670194872657,-0.0787642688782456,-1.32892523775881e-13,-0.373148596374013,-0.0787384071274142,0,-0.373053576382718
-0.0442001442358154,-0.0792711816362526,1.34499396822768e-14,-0.373187339507198,-0.0792398798964287,0,-0.37309365600745
-0.0871044843209889,-0.0797735541725948,2.5284493331655e-13,-0.373224933907496,-0.0797336000101646,0,-0.373133392447812
-0.102660029819482,-0.0802614179073273,4.19994263422937e-13,-0.373262453389414,-0.0802154185831867,0,-0.373172436006813
-0.0833597541189467,-0.0807425675401975,4.04244939362837e-13,-0.373301777180635,-0.0806969052384031,0,-0.373211714708641
-0.0441982300051123,-0.081184494940822,2.35200683211235e-13,-0.373339913267181,-0.0811445152923975,0,-0.373248465254703
-0.0140781410180734,-0.0816586465452665,9.05038496520456e-15,-0.373381626123844,-0.0816263347959374,0,-0.373288278561269
-0.00553441968092487,-0.082170800559272,-1.23879073257604e-13,-0.373425768093408,-0.0821430927442779,0,-0.373331272210242
-0.0272068320328254,-0.0826892294799734,-5.98593776029172e-14,-0.373468500458163,-0.0826594575492184,0,-0.37337453708027
-0.0677553655047316,-0.0831803481651902,1.45508543526228e-13,-0.373507574212711,-0.0831436823762093,0,-0.373415385682491
-0.0945268891738271,-0.0837507746981278,3.74246509510088e-13,-0.373553275888035,-0.0837061285204929,0,-0.373463169869799
-0.0966211538654131,-0.0842954672994931,4.12957124717359e-13,-0.373599216837614,-0.084248963928936,0,-0.373509632187164
-0.0570560462092662,-0.0847508629903309,2.52427996578792e-13,-0.37364008438561,-0.08470915724595,0,-0.37354928645365
-0.0184522243998695,-0.0851962553769102,5.47011064761335e-15,-0.373681432119121,-0.0851624814184203,0,-0.373588587490662
-0.00258218673629915,-0.0857793766009877,-2.03250997885074e-13,-0.37373481076508,-0.0857527166782417,0,-0.373640113882828
-0.0117624853176175,-0.0863102337696184,-1.52863084646032e-13,-0.373781116307035,-0.0862825055396771,0,-0.373686707039128
-0.0626635738253162,-0.0867924334599686,8.3719732423828e-14,-0.373821204541466,-0.0867573950079695,0,-0.373728748955631
-0.0976509260857377,-0.0872959878700333,3.647415704534e-13,-0.373862736661068,-0.0872516747244123,0,-0.37377278624324
-0.105003569796825,-0.0877543938071963,4.80998828076602e-13,-0.373902202241103,-0.0877056277645804,0,-0.373813481718075
-0.0731753903148865,-0.088205925787897,3.87847567213786e-13,-0.373943640997298,-0.0881592512764972,0,-0.373854388297325
-0.0345244472686509,-0.0886383222692503,1.61165883994909e-13,-0.373985241593204,-0.0885982906184768,0,-0.37389420929164
-0.00981234812964212,-0.0891363191377253,-8.08451903008565e-14,-0.374033470121945,-0.089103972454066,0,-0.373940355258427
-0.0073813491897109,-0.0897363310000577,-1.40960147267211e-13,-0.374089587852298,-0.0897066579279752,0,-0.373995746463796
-0.0405097825340644,-0.0902339034319288,4.3862162808316e-14,-0.374133793761585,-0.090199251539796,0,-0.374041337817567
-0.0856348696378744,-0.0907231534372911,3.2882761926574e-13,-0.374176119245644,-0.0906798422305272,0,-0.374086094986386
-0.103823948603184,-0.0912079651094216,5.21385016710861e-13,-0.374219033055556,-0.0911580290950151,0,-0.374130900213668
-0.087858306972634,-0.0916859343610922,4.87660643170595e-13,-0.374263984150845,-0.0916358316150045,0,-0.374175940998711
-0.0482886925612075,-0.0921196255868099,2.74274675356016e-13,-0.374307170227743,-0.0920750852583539,0,-0.374217587972007
-0.016114821037808,-0.0925750143062929,5.69496901923166e-15,-0.374353560275618,-0.0925383544724743,0,-0.374261761689053
-0.00563519664322061,-0.0930828665829105,-1.51266046811695e-13,-0.374404318362763,-0.0930515713233047,0,-0.374310998103058
-0.0240197371751824,-0.0935971196077965,-6.42014779042893e-14,-0.374453394477091,-0.0935643333696678,0,-0.374360506705985
-0.0655663507033798,-0.0940766780585957,1.84472105808765e-13,-0.374497373175864,-0.0940371609130633,0,-0.37440644000999
-0.0945193208327464,-0.0946172498984118,4.48336391507123e-13,-0.374547003461995,-0.0945695345068968,0,-0.374458480926019
-0.0989025845508408,-0.0951680068922398,4.87420533347417e-13,-0.374600117627701,-0.0951176328933281,0,-0.374512417347883
-0.0628379469573895,-0.0956169996661734,2.86984245055777e-13,-0.374646274432815,-0.0955710576851814,0,-0.374557312827235
-0.0217078653397185,-0.0960518278942572,-9.30855885803873e-15,-0.37469268372587,-0.0960138711371356,0,-0.374601399067869
-0.00352028852270408,-0.096588854218527,-2.48058954448983e-13,-0.37474946820765,-0.0965585038664705,0,-0.374655950391487
-0.00995092041365867,-0.0971215771745917,-1.92286658736922e-13,-0.37480319829765,-0.0970912889469204,0,-0.374709666118099
-0.056825874304465,-0.0975958772038986,8.43640566674189e-14,-0.374848625927819,-0.0975589069678582,0,-0.374757098582141
-0.094793488572877,-0.0980841488802368,4.08130290047087e-13,-0.374894703211698,-0.0980379565340322,0,-0.374805969499146
-0.105564666164602,-0.0985419812181604,5.45777748142174e-13,-0.374939532299423,-0.0984905821818888,0,-0.374852404759982
-0.0785085101436187,-0.0989928373655282,4.34319475649921e-13,-0.374986565364027,-0.0989428259942302,0,-0.374899053821062
-0.0394941182535758,-0.0994177030132891,1.66188836178844e-13,-0.375033181156861,-0.0993740263649013,0,-0.374943768326192
-0.0125588054458911,-0.0998915246990226,-1.13475801807319e-13,-0.375085763135658,-0.0998556426459161,0,-0.374993983998202
-0.00750023319519195,-0.100379349955733,-2.01427517566416e-13,-0.375138443915939,-0.100347179596643,0,-0.375045532044181
-0.0345643334679309,-0.100873369656598,-3.6437574512986e-14,-0.375189326731858,-0.100838254564149,0,-0.375097333092209
-0.0737520615577869,-0.101352379113085,2.57377198454498e-13,-0.375237078393237,-0.101309949549788,0,-0.375147374343247
-0.0970811587255225,-0.101945103848527,5.05329469468463e-13,-0.375297042815808,-0.101894869114565,0,-0.375209815720952
-0.0953420161874979,-0.10245078401191,4.42482953150523e-13,-0.37535111971489,-0.102400050629506,0,-0.375264091980219
-0.0499599895394357,-0.102887553313345,1.64942914047003e-13,-0.375400699394298,-0.102842554735151,0,-0.37531189933187
-0.0150939468104814,-0.103322362166288,-1.60371751678072e-13,-0.375451416892807,-0.103285654087088,0,-0.375360019740078
-0.00338927400096223,-0.103814303054064,-3.3524146149371e-13,-0.37550764271717,-0.103783501958415,0,-0.375414383580069
-0.0209738164507326,-0.104312926069081,-2.07043158094712e-13,-0.375561855166144,-0.10428085306046,0,-0.375469008699135
-0.0641835102563726,-0.104779158667631,1.09166319810737e-13,-0.375610331811524,-0.104740113745134,0,-0.375519731151682
-0.0955382419939337,-0.105294051558385,4.30657904209681e-13,-0.375663691379779,-0.105246233058496,0,-0.375575942152436
-0.101864751672647,-0.105846414151071,4.79080592439164e-13,-0.375723791253008,-0.105794961090343,0,-0.375637257707372
-0.0681812675536143,-0.106286509461915,2.34719589332906e-13,-0.37577498275675,-0.106239089947404,0,-0.3756871697277
-0.0238191611975882,-0.106708931579951,-1.18492855576153e-13,-0.375826188212411,-0.106669522893304,0,-0.375735786173416
-0.00346112528380576,-0.107211216107831,-3.9153944777644e-13,-0.375886712034705,-0.107179749631911,0,-0.375793726626107
-0.00808214124369357,-0.10773923516996,-3.20611076949478e-13,-0.375947372055253,-0.107708564448976,0,-0.375854135593621
-0.0524648417044782,-0.108202535597764,1.53396244600788e-14,-0.375997726929183,-0.108165456278395,0,-0.375906622565033
-0.0930846540165176,-0.108675585493856,4.03629950479421e-13,-0.376048107559659,-0.108629072929873,0,-0.375960161620993
-0.1066998636939,-0.109129797775459,5.76074391380284e-13,-0.376098091315354,-0.109077262516899,0,-0.376012187614381
-0.0832410997006275,-0.109576875288237,4.46228120178317e-13,-0.376150526445857,-0.109525019520441,0,-0.37606442771505
-0.0436597804105612,-0.109992285200205,1.30675429248306e-13,-0.376201939032873,-0.109946451822553,0,-0.376113838535836
-0.0146210928100746,-0.110446106115379,-1.92904138376101e-13,-0.376258976741083,-0.110408133067505,0,-0.376168238527921
-0.00741014860086144,-0.110928843249509,-2.97561691369831e-13,-0.376318124686145,-0.11089518378083,0,-0.376225934939426
-0.0313431500050875,-0.111417917376979,-9.32289923421276e-14,-0.376375192806511,-0.111381711048694,0,-0.376283885174311
-0.0717081654761112,-0.111885034197231,2.60535688248883e-13,-0.376427723611708,-0.111841514168427,0,-0.376338943349852
